3170976557,2595,31536146,99,31643368,99,31854649,99,36704952,99,23050355,99,47495759,99,64789848,99,200000000,99,200000000,99,200000000,99,200000000,99,200000000,99,200000000,99,171583897,99,200000000,99,51060244,99,55641359,99,200000000,99,33413973,99,200000000,99,200000000,99,70702849,99,50585460,99,70913698,99,200000000,120,Lafaborn,2015-10-22 17:47:12.299492+05:30
3711643135,2595,199990482,99,99100536,99,156745688,99,200000000,99,199913322,99,200000000,99,200000000,99,86791127,99,43127633,99,122573091,99,67549718,99,199977829,99,199950400,99,48473692,99,48808751,99,200000000,99,195517640,99,173867994,99,200000000,99,69665941,99,137689738,99,118423236,99,38265633,99,199729566,99,200000000,120,Ice Barrage,2015-10-22 17:44:28.202409+05:30
3041513110,2595,200000000,99,200000000,99,164395441,99,200000000,99,200000000,99,39153529,99,200000000,99,200000000,99,65939114,99,60680032,99,31008675,99,200000000,99,14445070,99,39265623,99,104096380,99,141063104,99,36237612,99,89900702,99,200000000,99,67018804,99,123797614,99,21233848,99,18164178,99,200000000,99,186433252,120,Druv,2015-10-22 17:44:28.971408+05:30
3654745212,2595,200000000,99,200000000,99,200000000,99,200000000,99,178364706,99,73701030,99,200000000,99,200000000,99,200000000,99,66758923,99,147614655,99,155128961,99,116814658,99,112800199,99,154598117,99,79035087,99,46348720,99,200000000,99,178062391,99,200000000,99,39079627,99,49864238,99,49767556,99,177550265,99,200000000,120,The Moo,2015-10-22 17:44:29.654742+05:30
3427950806,2595,61355558,99,126735565,99,200000000,99,200000000,99,200000000,99,138122470,99,200000000,99,200000000,99,105751685,99,104326672,99,65896024,99,155341810,99,106621849,99,63389794,99,109263218,99,114944978,99,62780407,99,200000000,99,111654638,99,200000000,99,93864499,99,52266684,99,104471382,99,172489317,99,200000000,120,Glennie,2015-10-22 17:44:29.682486+05:30
3357199307,2595,200000000,99,200000000,99,200000000,99,200000000,99,200000000,99,44493659,99,200000000,99,200000000,99,41648471,99,200000000,99,20466898,99,200000000,99,120830632,99,84257490,99,57141216,99,33341655,99,140993188,99,200000000,99,200000000,99,79497332,99,19853534,99,34706134,99,22533221,99,200000000,99,200000000,120,Slay,2015-10-22 17:44:31.657711+05:30
3067665556,2595,200000000,99,200000000,99,200000000,99,200000000,99,200000000,99,108168398,99,200000000,99,200000000,99,27557089,99,43472415,99,58503001,99,64221840,99,48015961,99,61173695,99,45114662,99,200000000,99,33680352,99,79642753,99,200000000,99,87275290,99,110996560,99,32302502,99,41274046,99,200000000,99,200000000,120,Dark2246,2015-10-22 17:44:33.357621+05:30
2992253379,2595,46596489,99,132121032,99,175197100,99,200000000,99,200000000,99,57909130,99,126037918,99,200000000,99,90650642,99,34038069,99,35289027,99,200000000,99,57057300,99,44099348,99,200000000,99,93405413,99,77549606,99,200000000,99,158589606,99,110208306,99,62780056,99,37165190,99,24592627,99,200000000,99,200000000,120,Argaios,2015-10-22 17:44:34.07399+05:30
3715523692,2595,200000000,99,200000000,99,143770385,99,200000000,99,200000000,99,105192248,99,200000000,99,200000000,99,84027320,99,200000000,99,52386295,99,200000000,99,71363303,99,41891937,99,39314530,99,200000000,99,118140504,99,200000000,99,200000000,99,200000000,99,53574495,99,33251868,99,80629304,99,200000000,99,200000000,120,Hectorr,2015-10-22 17:44:34.7705+05:30
3313660646,2595,200000000,99,200000000,99,200000000,99,200000000,99,200000000,99,93392173,99,200000000,99,123103342,99,45067907,99,152430392,99,41173992,99,98988919,99,40607838,99,52443449,99,42221966,99,200000000,99,78384481,99,200000000,99,200000000,99,127535034,99,47729306,99,45922384,99,95220577,99,200000000,99,200000000,120,Zero Max,2015-10-22 17:44:34.79862+05:30
3406944438,2595,120209642,99,107088939,99,109571427,99,191631046,99,135426609,99,129125044,99,125057554,99,200000000,99,108946282,99,108190891,99,113843136,99,176955802,99,120449527,99,110934308,99,105960009,99,165739472,99,125138903,99,110131931,99,128428791,99,109880451,99,105687423,99,109909867,99,110777005,99,168574341,99,200000000,120,Dragon 159,2015-10-22 17:44:35.493038+05:30
3899887975,2595,175579974,99,114684808,99,107726353,99,193425359,99,136026612,99,146211909,99,132847899,99,85667545,99,86213781,99,86443567,99,111164319,99,124937958,99,116771343,99,200000000,99,189803367,99,200000000,99,144690369,99,155876747,99,200000000,99,200000000,99,85365880,99,200000000,99,200000000,99,200000000,99,200000000,120,Cross Strife,2015-10-22 17:44:24.190207+05:30
1212553683,2595,16928799,99,63983148,99,15878618,99,100374641,99,200000000,99,57640455,99,34039748,99,26537923,99,23211413,99,17847493,99,35122664,99,70682924,99,23745122,99,21350145,99,28024183,99,20199560,99,26465896,99,42502054,99,20853116,99,26485031,99,22970908,99,16790276,99,25197398,99,20021243,99,200000000,120,Prim,2015-10-22 17:44:24.21847+05:30
3746986220,2595,200000000,99,200000000,99,200000000,99,200000000,99,200000000,99,101532246,99,200000000,99,182833010,99,95699155,99,173691208,99,58199958,99,150470597,99,116174826,99,52272723,99,114079070,99,119104418,99,200000000,99,200000000,99,200000000,99,126164575,99,83153895,99,51259759,99,42787569,99,200000000,99,200000000,120,Jonno,2015-10-22 17:44:28.183776+05:30
3568715310,2595,67702477,99,200000000,99,200000000,99,200000000,99,200000000,99,107350812,99,132503331,99,104328039,99,106943131,99,121345857,99,93507596,99,112045570,99,108487733,99,107383514,99,200000000,99,64520928,99,85698733,99,200000000,99,200000000,99,116523805,99,73362602,99,107873168,99,118874889,99,200000000,99,200000000,120,Jeffery,2015-10-22 17:47:28.404561+05:30
3905316043,2595,200000000,99,65521289,99,200000000,99,200000000,99,200000000,99,61521927,99,200000000,99,200000000,99,134341312,99,74085365,99,123773128,99,140167583,99,103309339,99,115530266,99,200000000,99,200000000,99,69109455,99,200000000,99,200000000,99,102413912,99,131289892,99,119032826,99,65219749,99,200000000,99,200000000,120,Kenkki42,2015-10-22 17:44:41.358227+05:30
3498932993,2595,200000000,99,142844528,99,200000000,99,200000000,99,200000000,99,142299417,99,107521713,99,200000000,99,56553054,99,111162569,99,64366731,99,200000000,99,111616563,99,66537706,99,126349042,99,118506943,99,102133108,99,82434460,99,200000000,99,134149392,99,129135167,99,72952276,99,60499553,99,200000000,99,200000000,120,im Mitch ok,2015-10-22 17:44:42.020091+05:30
3653456481,2595,72406842,99,74288955,99,72620358,99,117895157,99,115234041,99,116819396,99,75374939,99,200000000,99,194071731,99,200000000,99,72137012,99,200000000,99,119714617,99,200000000,99,194010134,99,200000000,99,200000000,99,200000000,99,80670410,99,143330996,99,91417841,99,97070429,99,118844029,99,200000000,99,200000000,120,Bazzaminxer,2015-10-22 17:44:42.775739+05:30
3120404745,2595,69307379,99,122501859,99,71488512,99,200000000,99,200000000,99,67283338,99,200000000,99,200000000,99,78291623,99,68006837,99,122934960,99,200000000,99,53474497,99,84054374,99,134974704,99,200000000,99,90992710,99,200000000,99,74094370,99,97040973,99,110090580,99,42435743,99,29365427,99,136206305,99,200000000,120,Me Eat Book,2015-10-22 17:44:42.8025+05:30
4278713995,2595,200000000,99,112203247,99,200000000,99,200000000,99,200000000,99,162364645,99,200000000,99,200000000,99,130121329,99,172689377,99,120135740,99,200000000,99,154979267,99,123309395,99,124308671,99,112824174,99,125344110,99,200000000,99,200000000,99,165159220,99,125315140,99,192030423,99,113426448,99,200000000,99,200000000,120,cbb,2015-10-22 17:46:10.958544+05:30
